,Year,Age,Gender,City,Position,Years of experience,Current level,Current Salary,Main language at work,Company size,Company type
756,2018,52.0,M,Köln,IT Engineer,30.0,Middle,63000.0,English,1000+,Agency
760,2018,40.0,M,Köln,Java Developer junior,1.0,Junior,44000.0,Deutsch,10-50,Product
761,2018,32.11503067484663,M,Köln,E.g. C# Developer,1.0,Junior,45000.0,Deutsch,10-50,Product
762,2018,32.11503067484663,M,Köln,E.g. C# Developer,1.0,Junior,45000.0,Deutsch,10-50,Product
764,2018,31.0,F,München,Pm ,10.0,Senior,110000.0,English,1000+,Product
0,2019,33.0,Male,Berlin,Fullstack Developer,13,Senior,64000.0,English,50-100,Startup
1,2019,29.0,Male,Berlin,Backend Developer,3,Middle,55000.0,English,10-50,Product
2,2019,32.41284403669725,Male,Berlin,Mobile Developer,4,Middle,70000.0,English,1000+,Startup
3,2019,30.0,Male,Berlin,Backend Developer,6,Senior,63000.0,English,100-1000,Product
4,2019,32.0,Male,Berlin,Embedded Developer,10,Senior,66000.0,English,50-100,Product
5,2019,33.0,Male,Berlin,Machine Learning Engineer,11,Middle,80000.0,English,1000+,Product
6,2019,34.0,Male,Berlin,Backend Developer,12,Senior,85000.0,English,50-100,Startup
7,2019,38.0,Male,Berlin,Manager,15,Head,81000.0,Deutsch,100-1000,Product
8,2019,32.41284403669725,Male,Berlin,Mobile Developer,8,Lead,66000.0,English,100-1000,Product
9,2019,29.0,Male,Berlin,Mobile Developer,7,Senior,65000.0,English,100-1000,Product
10,2019,27.0,Male,Berlin,Fullstack Developer,7,Middle,63000.0,English,10-50,Startup
11,2019,31.0,Male,Berlin,Backend Developer,8,Senior,65000.0,English,100-1000,Product
12,2019,23.0,Male,Berlin,DevOps,6,Senior,83000.0,English,10-50,Startup
13,2019,27.0,Male,Berlin,"Designer (UI, UX)",9,Senior,66000.0,English,100-1000,Product
14,2019,33.0,Male,Berlin,Frontend Developer,10,Senior,70000.0,English,10-50,Startup
15,2019,32.41284403669725,Male,Berlin,Backend Developer,7,Senior,80000.0,English,100-1000,Startup
16,2019,31.0,Male,Berlin,Mobile Developer,6,Middle,72000.0,English,100-1000,Product
17,2019,34.0,Male,Berlin,Backend Developer,10,Senior,87000.0,English,50-100,Product
18,2019,33.0,Male,Berlin,DevOps,12,Senior,90000.0,English,1000+,Product
19,2019,31.0,Male,Berlin,Data Scientist,6,Senior,78000.0,English,1000+,Product
20,2019,24.0,Male,Berlin,Machine Learning Engineer,2,Middle,70000.0,English,10-50,Startup
21,2019,28.0,Male,Hamburg,Backend Developer,7,Senior,55000.0,English,100-1000,Product
22,2019,32.0,Male,Frankfurt,DevOps,12,Senior,160000.0,Deutsch,1000+,
23,2019,27.0,Male,Berlin,Data Engineer,5,Senior,75000.0,English,1000+,Product
24,2019,32.0,Male,Berlin,DevOps,13,Senior,60000.0,English,50-100,Product
25,2019,32.0,Male,Berlin,DevOps,7,Senior,72000.0,English,1000+,Product
26,2019,38.0,Male,Berlin,Backend Developer,16,Senior,80000.0,English,up to 10,Product
28,2019,31.0,Male,Berlin,QA,9,Senior,67000.0,English,100-1000,Product
29,2019,31.0,Male,Berlin,Backend Developer,8,Senior,60000.0,English,100-1000,Product
30,2019,32.0,Male,Berlin,Software Architect,13,Senior,78600.0,English,100-1000,Product
31,2019,44.0,Male,Berlin,Backend Developer,20,Senior,60000.0,Deutsch,50-100,Consulting / Agency
33,2019,31.0,Male,Berlin,Backend Developer,7,Senior,60000.0,English,10-50,Product
34,2019,36.0,Male,Berlin,Backend Developer,11,Senior,65000.0,English,1000+,Product
35,2019,33.0,Male,Berlin,Backend Developer,4,Middle,58000.0,Deutsch,1000+,Product
36,2019,37.0,Male,Berlin,Data Engineer,16,Senior,65000.0,English,1000+,Product
37,2019,29.0,Male,Berlin,Backend Developer,11,Senior,190000.0,English,up to 10,Startup
38,2019,33.0,Male,Berlin,Backend Developer,9,Senior,69000.0,English,100-1000,Product
39,2019,35.0,Male,Frankfurt,Business Analyst,15,Middle,72000.0,English,1000+,Product
40,2019,35.0,Male,Cologne,Backend Developer,4,Senior,67000.0,English,50-100,Startup
41,2019,31.0,Male,Berlin,Backend Developer,10,Senior,75000.0,English,10-50,Product
42,2019,35.0,Male,Berlin,Data Engineer,10,Middle,70000.0,English,100-1000,Product
43,2019,27.0,Male,Berlin,Backend Developer,10,Senior,60000.0,English,50-100,Startup
44,2019,38.0,Female,Berlin,Manager,10,Senior,85000.0,English,10-50,Startup
45,2019,31.0,Male,Berlin,Backend Developer,2,Middle,62000.0,English,1000+,Product
46,2019,29.0,Male,Düsseldorf,Backend Developer,9,Senior,75000.0,English,1000+,Product
47,2019,30.0,Male,Wolfsburg,Backend Developer,4,Senior,75000.0,English,50-100,Consulting / Agency
48,2019,30.0,Male,Berlin,Backend Developer,3,Middle,61000.0,English,100-1000,Startup
49,2019,31.0,Male,Berlin,Fullstack Developer,12,Senior,80000.0,English,1000+,Product
50,2019,33.0,Male,Cologne,Backend Developer,10,Senior,60000.0,Deutsch,10-50,Startup
51,2019,31.0,Male,Munich,Frontend Developer,7,Senior,56600.0,Deutsch,1000+,Consulting / Agency
52,2019,30.0,Male,Munich,Data Scientist,8,Lead,81000.0,English,10-50,Startup
53,2019,28.0,Male,Berlin,Data Scientist,4,Senior,75000.0,English,100-1000,Startup
54,2019,32.41284403669725,Male,Berlin,Data Scientist,6,Senior,80000.0,English,1000+,Product
55,2019,27.0,Male,Munich,Mobile Developer,5,Senior,72000.0,English,100-1000,Consulting / Agency
56,2019,31.0,Female,MA,"Designer (UI, UX)",10,Senior,61000.0,Deutsch,10-50,Product
57,2019,28.0,Male,Berlin,Machine Learning Engineer,6,Middle,61000.0,English,100-1000,Startup
58,2019,36.0,Female,Munich,Backend Developer,13,Senior,76000.0,English,50-100,Startup
59,2019,28.0,Male,Munich,Mobile Developer,8,Senior,75000.0,English,10-50,Startup
60,2019,37.0,Male,Berlin,Localization,15,Senior,60000.0,English,1000+,Product
61,2019,40.0,Male,Berlin,Manager,15,Senior,70000.0,English,100-1000,Product
62,2019,34.0,Male,Berlin,Support,9,Senior,60000.0,English,100-1000,Product
63,2019,32.41284403669725,Male,Berlin,Backend Developer,12,Senior,150000.0,English,1000+,Product
64,2019,27.0,Female,Berlin,Data Scientist,3,Middle,66000.0,English,100-1000,Startup
65,2019,30.0,Male,Munich,Mobile Developer,8,Senior,60000.0,English,1000+,Product
66,2019,32.0,Male,Berlin,Backend Developer,11,Senior,65000.0,English,50-100,Product
67,2019,23.0,Male,Berlin,Data Scientist,3,Middle,50000.0,English,50-100,Startup
68,2019,35.0,Male,Munich,Embedded Developer,12,Senior,78000.0,English,100-1000,Consulting / Agency
69,2019,30.0,Male,Munich,DevOps,10,Middle,80000.0,English,50-100,Product
70,2019,40.0,Male,Munich,Mobile Developer,12,Senior,113000.0,English,10-50,Product
71,2019,27.0,Male,Munich,Backend Developer,5,Senior,70000.0,English,100-1000,Consulting / Agency
72,2019,36.0,Male,Berlin,Backend Developer,14,Senior,73000.0,English,100-1000,Product
73,2019,36.0,Male,Berlin,Manager,15,Lead,80000.0,English,1000+,Product
74,2019,31.0,Male,Berlin,Fullstack Developer,9,Senior,64000.0,English,10-50,Startup
75,2019,26.0,Male,Munich,QA,3,Middle,58000.0,English,50-100,Product
76,2019,26.0,Male,Munich,Fullstack Developer,2,Junior,60000.0,English,100-1000,Product
77,2019,32.0,Female,Berlin,Backend Developer,12,Senior,96000.0,English,1000+,Product
78,2019,38.0,Male,Berlin,Backend Developer,18,Senior,75000.0,English,100-1000,Product
79,2019,29.0,Male,Munich,Backend Developer,10,Senior,55000.0,English,100-1000,Product
80,2019,30.0,Male,Berlin,Data Scientist,6,Lead,115000.0,English,1000+,Startup
81,2019,26.0,Male,Munich,QA,6,Middle,65000.0,English,1000+,Product
82,2019,30.0,Male,Munich,DevOps,10,Middle,80000.0,English,1000+,Product
83,2019,32.0,Male,Berlin,Mobile Developer,7,Middle,66000.0,English,1000+,
84,2019,35.0,Male,Munich,DevOps,16,Senior,72000.0,Deutsch,1000+,Consulting / Agency
85,2019,35.0,Male,Berlin,Frontend Developer,11,Senior,72000.0,English,50-100,Product
86,2019,38.0,Male,Berlin,DevOps,7,Middle,67000.0,English,1000+,Startup
87,2019,36.0,Male,Munich,Backend Developer,14,Senior,70000.0,Deutsch,100-1000,Product
88,2019,32.41284403669725,Female,Munich,QA,5,Middle,62000.0,English,1000+,Product
89,2019,30.0,Male,Berlin,QA,9,Senior,67500.0,English,100-1000,Product
90,2019,33.0,Male,Berlin,QA,8,Senior,75000.0,English,100-1000,Startup
91,2019,31.0,Male,Frankfurt,System Administrator,10,Middle,56300.0,English+Deutsch,10-50,Consulting / Agency
92,2019,37.0,Male,Berlin,Backend Developer,12,Lead,89570.0,English,1000+,Product
93,2019,32.41284403669725,Female,Berlin,Product Manager,3,Middle,60000.0,English,50-100,Startup
94,2019,27.0,Male,Berlin,Manager,2,Middle,52000.0,English,100-1000,Product
95,2019,36.0,Male,Berlin,Support,19,Middle,36000.0,English,100-1000,Startup
96,2019,39.0,Female,Hamburg,Backend Developer,2,Middle,55000.0,Deutsch,100-1000,Product
97,2019,36.0,Male,Berlin,Manager,14,Senior,95000.0,English,10-50,
98,2019,33.0,Male,Berlin,Backend Developer,10,Senior,60000.0,English,10-50,Product
99,2019,30.0,Male,Berlin,Frontend Developer,7,Middle,56500.0,English,100-1000,Product
100,2019,32.0,Male,Berlin,Backend Developer,12,Senior,68000.0,English,50-100,Product
101,2019,32.41284403669725,Male,Berlin,Backend Developer,3,Middle,74000.0,English,10-50,Consulting / Agency
102,2019,43.0,Male,Berlin,QA,8,Senior,80000.0,English,10-50,Startup
103,2019,29.0,Male,Berlin,Backend Developer,7,Senior,69000.0,English,1000+,Product
104,2019,32.41284403669725,Male,Hamburg,SAP Consultant,20,Senior,80000.0,Deutsch,1000+,Consulting / Agency
106,2019,32.41284403669725,Male,Munich,Backend Developer,6,Middle,61000.0,English,100-1000,Product
107,2019,40.0,Male,Berlin,SRE,20,Senior,70000.0,English,100-1000,Product
108,2019,33.0,Male,Leipzig,Mobile Developer,13,Senior,56000.0,English,100-1000,Consulting / Agency
109,2019,32.41284403669725,Male,Berlin,Mobile Developer,7,Senior,68000.0,English,1000+,Product
110,2019,37.0,Male,Berlin,Manager,14,Senior,80000.0,Russian,100-1000,Product
111,2019,36.0,Male,Berlin,Software Engineer,11,Senior,67000.0,Deutsch,100-1000,Consulting / Agency
112,2019,39.0,Male,Berlin,Backend Developer,16,Senior,82000.0,English,100-1000,Startup
113,2019,27.0,Female,Berlin,Data Scientist,2,Middle,58500.0,English,50-100,Startup
114,2019,46.0,Male,Berlin,System Administrator,7,Middle,45000.0,Deutsch,50-100,Consulting / Agency
115,2019,46.0,Male,Berlin,DevOps,0,Junior,55000.0,Deutsch,50-100,Product
116,2019,31.0,Male,Berlin,"CTO (CEO, CFO)",12,Head,210000.0,English,1000+,Product
117,2019,47.0,Male,Berlin,Embedded Developer,20,Senior,65000.0,English,1000+,Bodyshop / Outsource
118,2019,40.0,Male,Berlin,Software Architect,18,Senior,94000.0,English,1000+,Product
119,2019,37.0,Male,Berlin,Frontend Developer,10,Senior,66000.0,English,100-1000,Product
120,2019,36.0,Male,Berlin,DevOps,10,Middle,65000.0,English,50-100,Product
121,2019,44.0,Male,Berlin,Data Engineer,25,Senior,70000.0,English,100-1000,Product
122,2019,37.0,Female,Berlin,Backend Developer,10,Middle,57000.0,English,100-1000,Product
123,2019,30.0,Female,Berlin,Backend Developer,4,Middle,54000.0,English,50-100,Product
124,2019,33.0,Male,Berlin,QA,8,Senior,63000.0,English,1000+,Product
125,2019,35.0,Male,Munich,Software Architect,15,Principal,120000.0,Deutsch,100-1000,Consulting / Agency
126,2019,25.0,Male,Berlin,Business Analyst,4,Middle,60000.0,English,100-1000,Product
127,2019,25.0,Male,Munich,Frontend Developer,4,Senior,74000.0,English,1000+,Product
128,2019,32.0,Male,Berlin,Backend Developer,11,Senior,70000.0,English,1000+,Product
129,2019,32.0,Male,Munich,DevOps,14,Senior,92000.0,English,1000+,Product
130,2019,42.0,Male,Munich,Software Architect,20,Senior,106000.0,Deutsch,100-1000,Product
131,2019,42.0,Female,Munich,Business Analyst,15,Senior,71000.0,Deutsch,1000+,Bodyshop / Outsource
132,2019,34.0,Female,Berlin,"Designer (UI, UX)",8,Senior,52000.0,English,,Startup
133,2019,30.0,Male,Berlin,Backend Developer,10,Middle,70000.0,English,100-1000,Product
134,2019,45.0,Female,Munich,Frontend Developer,2,Junior,36000.0,Deutsch,10-50,Consulting / Agency
135,2019,35.0,Male,Frankfurt,QA,9,Middle,60500.0,English,100-1000,Bodyshop / Outsource
136,2019,42.0,Male,Munich,Fullstack Developer,16,Middle,64000.0,Deutsch,50-100,Consulting / Agency
137,2019,40.0,Male,Berlin,Backend Developer,18,Senior,88000.0,English,1000+,Product
138,2019,34.0,Male,Munich,QA,12,Senior,64000.0,Deutsch,1000+,Product
139,2019,30.0,Female,Munich,QA,6,Senior,56000.0,Deutsch,50-100,Consulting / Agency
140,2019,32.41284403669725,Male,Berlin,Backend Developer,13,Middle,73500.0,English,1000+,Product
141,2019,32.0,Female,Berlin,Frontend Developer,12,Middle,59500.0,English,1000+,Product
142,2019,31.0,Male,Berlin,Fullstack Developer,10,Senior,65000.0,English,up to 10,Startup
143,2019,30.0,Male,Berlin,Data Engineer,8,Senior,81000.0,English,100-1000,Product
144,2019,45.0,Male,Munich,QA,12,Senior,70000.0,Deutsch,100-1000,Product
145,2019,33.0,Male,Munich,Backend Developer,7,Senior,65000.0,English,50-100,Product
146,2019,38.0,Male,Berlin,Backend Developer,6,Senior,66000.0,English,1000+,Product
147,2019,29.0,Male,Munich,QA,6,Senior,60000.0,English,100-1000,Product
148,2019,33.0,Male,Berlin,Embedded Developer,9,Senior,74000.0,English,100-1000,Product
149,2019,34.0,Male,Munich,Backend Developer,10,Senior,120000.0,English,up to 10,Consulting / Agency
150,2019,33.0,Male,Berlin,Software Architect,12,Senior,120000.0,English,100-1000,Product
151,2019,36.0,Male,Berlin,Fullstack Developer,15,Senior,70000.0,English,100-1000,Product
152,2019,31.0,Female,Munich,Fullstack Developer,4,Junior,57000.0,Deutsch,100-1000,Product
153,2019,38.0,Male,Berlin,Manager,9,Senior,120000.0,English,1000+,Product
154,2019,24.0,Female,Munich,Backend Developer,1,Junior,72000.0,English,1000+,Product
155,2019,40.0,Male,Frankfurt,SAP Consultant,14,Senior,175000.0,English,1000+,Product
156,2019,37.0,Male,Munich,Fullstack Developer,11,Senior,67000.0,Deutsch,100-1000,Product
157,2019,25.0,Male,Frankfurt,Backend Developer,6,Senior,65000.0,English,100-1000,Product
158,2019,33.0,Male,Berlin,Mobile Developer,10,Senior,80000.0,English,1000+,Product
159,2019,32.0,Female,Nuremberg,QA,8,Senior,50000.0,English,100-1000,Product
160,2019,43.0,Male,Frankfurt,Backend Developer,10,Senior,85000.0,Deutsch,1000+,Product
161,2019,34.0,Male,Cologne,QA,10,Middle,61800.0,Deutsch,up to 10,Consulting / Agency
162,2019,28.0,Male,Berlin,Backend Developer,7,Senior,70000.0,English,50-100,Startup
163,2019,32.0,Male,Munich,DevOps,9,Senior,90000.0,English,1000+,Product
164,2019,29.0,Male,Krakow,QA,7,Senior,45000.0,English,100-1000,Product
165,2019,25.0,Female,Munich,Frontend Developer,2,Junior,42000.0,Deutsch,50-100,Consulting / Agency
166,2019,26.0,Male,Munich,Backend Developer,5,Middle,59000.0,English,,Product
167,2019,44.0,Male,Munich,Frontend Developer,5,Middle,60000.0,Deutsch,100-1000,Product
169,2019,28.0,Male,Berlin,Backend Developer,7,Senior,65000.0,English,50-100,Startup
170,2019,45.0,Female,Frankfurt,Database Developer (DBA),2,Middle,62000.0,Deutsch,50-100,Product
171,2019,39.0,Male,Munich,Desktop/Unity3D Developer,15,Senior,49375.0,Deutsch,10-50,Product
172,2019,36.0,Male,Berlin,Manager,13,Senior,80000.0,English,1000+,Product
173,2019,32.0,Male,Berlin,Mobile Developer,5,Middle,60000.0,English,100-1000,Product
174,2019,38.0,Male,Munich,Software Architect,17,Senior,120000.0,English,1000+,Product
175,2019,42.0,Female,Munich,Product Manager,10,Middle,68700.0,English,50-100,Product
176,2019,32.41284403669725,Male,Prague,DevOps,11,Senior,33200.0,English,1000+,Product
177,2019,32.0,Male,Munich,Backend Developer,8,Middle,68000.0,English,1000+,Product
178,2019,33.0,Male,Munich,Fullstack Developer,8,Senior,63000.0,English,100-1000,Product
179,2019,34.0,Male,Cologne,Manager,15,Senior,60000.0,English,1000+,Consulting / Agency
180,2019,35.0,Male,Munich,Software Architect,15,Senior,120000.0,Russian,1000+,Product
181,2019,35.0,Male,Frankfurt,Backend Developer,16,Senior,55000.0,English,50-100,Product
182,2019,24.0,Male,Frankfurt,DevOps,1,Junior,45000.0,Deutsch,50-100,Consulting / Agency
183,2019,48.0,Female,Munich,Manager,11,Senior,75000.0,English,100-1000,Product
184,2019,31.0,Male,Wroclaw,Backend Developer,10,Senior,45000.0,English,50-100,Consulting / Agency
185,2019,40.0,Female,Munich,SAP Consultant,9,Senior,89000.0,English,1000+,Product
186,2019,29.0,Male,Cologne,Fullstack Developer,4,Senior,65000.0,Deutsch,1000+,Product
187,2019,38.0,Male,Munich,Fullstack Developer,17,Lead,114000.0,English,100-1000,Product
188,2019,36.0,Male,Stuttgart,Mobile Developer,16,Senior,60000.0,English,100-1000,Product
190,2019,34.0,Male,Munich,Backend Developer,3,Junior,46000.0,Deutsch,100-1000,Product
191,2019,32.0,Male,Berlin,Backend Developer,12,Senior,65000.0,Russian,100-1000,Product
192,2019,29.0,Male,Munich,DevOps,10,Lead,85000.0,English,1000+,Product
193,2019,47.0,Male,London,Data Engineer,22,Middle,100000.0,English,100-1000,Product
194,2019,36.0,Male,Munich,Backend Developer,10,Middle,75000.0,English,50-100,Product
195,2019,32.0,Female,Frankfurt,Recruiter ,10,Senior,56000.0,English,100-1000,Consulting / Agency
196,2019,34.0,Male,Karlsruhe,Fullstack Developer,12,Senior,75000.0,English,100-1000,Product
197,2019,29.0,Female,Munich,Data Scientist,4,Middle,62000.0,Deutsch,100-1000,Product
198,2019,31.0,Male,Munich,Backend Developer,9,Senior,75000.0,English,10-50,Startup
199,2019,41.0,Female,Munich,QA,9,Middle,46000.0,Deutsch,50-100,Product
200,2019,35.0,Male,Munich,Software Architect,6,Senior,79000.0,Deutsch,100-1000,Consulting / Agency
201,2019,37.0,Male,Munich,Backend Developer,14,Senior,72000.0,English,100-1000,Product
202,2019,39.0,Female,Munich,Backend Developer,17,Middle,58000.0,Deutsch,1000+,Product
203,2019,32.41284403669725,Male,Munich,Frontend Developer,7,Senior,65000.0,Deutsch,50-100,Product
204,2019,25.0,Female,Munich,Fullstack Developer,5,Middle,66000.0,Deutsch,10-50,Consulting / Agency
205,2019,29.0,Male,Munich,Fullstack Developer,8,Middle,80000.0,English,1000+,Product
206,2019,32.41284403669725,Male,Munich,Frontend Developer,3,Middle,55000.0,English,1000+,Product
207,2019,28.0,Male,Munich,Data Scientist,4,Senior,59000.0,English,1000+,Product
208,2019,47.0,Male,Munich,Backend Developer,25,Senior,87600.0,Deutsch,up to 10,Product
209,2019,31.0,Male,Berlin,Frontend Developer,10,Senior,67000.0,English,1000+,Product
210,2019,40.0,Male,Munich,Product Manager,15,Middle,73000.0,English,1000+,Product
211,2019,32.0,Male,Munich,Backend Developer,14,Lead,80000.0,Deutsch,1000+,Product
212,2019,34.0,Male,Berlin,Backend Developer,10,Senior,90000.0,English,100-1000,Product
213,2019,34.0,Male,Berlin,Frontend Developer,10,Senior,68000.0,English,100-1000,Product
214,2019,33.0,Male,Munich,Fullstack Developer,15,Senior,120000.0,English,100-1000,Product
215,2019,31.0,Male,Frankfurt,System Administrator,10,Middle,65000.0,English,100-1000,Product
216,2019,37.0,Male,Munich,Business Analyst,15,Middle,87000.0,English,1000+,
217,2019,33.0,Male,Munich,QA,5,Senior,70000.0,English,1000+,Product
218,2019,34.0,Female,Berlin,QA,12,Senior,74000.0,Deutsch,1000+,Product
219,2019,32.0,Male,Munich,Mobile Developer,14,Senior,90000.0,English,,Product
220,2019,38.0,Male,Berlin,Backend Developer,13,Senior,77400.0,Deutsch,100-1000,Product
221,2019,32.0,Male,Berlin,QA,13,Senior,65000.0,English,100-1000,Product
222,2019,27.0,Male,Berlin,QA,7,Senior,63000.0,English,50-100,Startup
223,2019,54.0,Male,Ingolstadt,Data Scientist,8,Senior,78000.0,Deutsch,1000+,Product
224,2019,35.0,Male,Düsseldorf,Backend Developer,6,Middle,55000.0,English,10-50,Bodyshop / Outsource
225,2019,31.0,Male,Stuttgart,Mobile Developer,6,Middle,50000.0,Deutsch,1000+,Product
226,2019,42.0,Male,Berlin,"CTO (CEO, CFO)",20,Senior,120000.0,English,100-1000,Startup
227,2019,25.0,Female,Munich,Manager,1,Junior,43200.0,Deutsch,1000+,Consulting / Agency
228,2019,32.41284403669725,Male,Hamburg,DevOps,15,Senior,78000.0,English,50-100,
229,2019,38.0,Male,Munich,Manager,12,Senior,96000.0,English,1000+,Consulting / Agency
230,2019,34.0,Male,Munich,Manager,16,Senior,85000.0,English,1000+,Product
231,2019,40.0,Male,Frankfurt,Software Architect,20,Senior,95000.0,English,1000+,Bodyshop / Outsource
232,2019,30.0,Male,Munich,Frontend Developer,9,Senior,75000.0,Russian,10-50,Product
233,2019,30.0,Male,Munich,Machine Learning Engineer,2,Middle,62000.0,English,up to 10,Startup
234,2019,25.0,Male,Munich,Frontend Developer,1,Junior,70000.0,English,100-1000,Startup
235,2019,25.0,Male,Munich,Frontend Developer,1,Junior,70000.0,English,100-1000,Startup
236,2019,25.0,Female,Munich,Researcher,5,Middle,57000.0,English,1000+,Consulting / Agency
237,2019,31.0,Male,Munich,Mobile Developer,8,Senior,65000.0,English,50-100,Startup
238,2019,32.0,Male,Frankfurt,Mobile Developer,4,Middle,50000.0,English,10-50,Product
239,2019,25.0,Male,Munich,Frontend Developer,5,Senior,80000.0,English,100-1000,Product
240,2019,32.0,Female,Munich,Fullstack Developer,10,Middle,47500.0,English,10-50,Bodyshop / Outsource
241,2019,31.0,Male,Munich,Fullstack Developer,10,Lead,72000.0,English,1000+,Product
242,2019,32.0,Male,Munich,Backend Developer,12,Middle,64000.0,English,100-1000,Startup
243,2019,44.0,Male,Munich,Manager,22,Senior,107000.0,Deutsch,1000+,Product
244,2019,36.0,Male,Munich,Backend Developer,13,Senior,60000.0,English,50-100,Product
245,2019,38.0,Female,Frankfurt,Frontend Developer,1,Junior,36000.0,Deutsch,100-1000,Consulting / Agency
247,2019,32.0,Male,Munich,Backend Developer,5,Senior,65000.0,English,1000+,Product
248,2019,32.0,Male,Munich,Fullstack Developer,14,Lead,98000.0,English,100-1000,Product
249,2019,27.0,Male,Munich,Backend Developer,7,Middle,66000.0,Deutsch,100-1000,Product
250,2019,27.0,Female,Nuremberg,Business Analyst,5,Middle,42000.0,English,1000+,Product
251,2019,32.41284403669725,Male,Munich,QA,11,Senior,69000.0,Deutsch,100-1000,Product
252,2019,29.0,Male,Berlin,Backend Developer,7,Senior,78000.0,English,100-1000,Product
253,2019,26.0,Female,Frankfurt,Manager,2,Middle,45000.0,Deutsch,50-100,Product
254,2019,32.41284403669725,Female,Munich,Data Scientist,0,Junior,59000.0,Deutsch,50-100,Product
255,2019,35.0,Male,Munich,Mobile Developer,7,Senior,77500.0,English,100-1000,Product
256,2019,26.0,Male,Berlin,Data Scientist,5,Senior,80000.0,English,10-50,Startup
257,2019,25.0,Male,Munich,Mobile Developer,4,Middle,60000.0,English,100-1000,Product
258,2019,32.41284403669725,Male,Cologne,Software Engineer,13,Senior,70000.0,English,50-100,Product
259,2019,28.0,Female,Berlin,Data Scientist,1,Junior,55000.0,English,100-1000,Product
260,2019,36.0,Male,Berlin,Frontend Developer,11,Senior,85000.0,English,10-50,Startup
261,2019,24.0,Male,Berlin,Machine Learning Engineer,3,Middle,75000.0,English,10-50,Startup
262,2019,34.0,Male,Frankfurt,Software Architect,10,Senior,100000.0,English,1000+,Product
263,2019,34.0,Male,Munich,Backend Developer,11,Senior,92000.0,English,50-100,Product
264,2019,34.0,Male,Munich,Backend Developer,11,Senior,92000.0,English,50-100,Product
265,2019,36.0,Male,Berlin,Backend Developer,10,Senior,78000.0,English,1000+,Product
266,2019,33.0,Male,Hamburg,Software Engineer,13,Middle,55000.0,English,,Product
267,2019,29.0,Female,Berlin,Machine Learning Engineer,3,Middle,46000.0,English,10-50,Startup
268,2019,31.0,Male,Munich,Fullstack Developer,8,Senior,68000.0,English,10-50,Product
269,2019,30.0,Male,Berlin,Backend Developer,12,Senior,70000.0,English,10-50,Startup
270,2019,33.0,Male,Munich,Embedded Developer,11,Senior,78000.0,Russian,up to 10,Bodyshop / Outsource
271,2019,29.0,Female,Munich,Mobile Developer,8,Middle,65000.0,English,1000+,Product
272,2019,32.0,Female,Riga,Backend Developer,1,Junior,13200.0,English,50-100,Consulting / Agency
273,2019,29.0,Male,Munich,Backend Developer,9,Senior,60000.0,English,up to 10,Product
274,2019,33.0,Male,Munich,Cloud Platform Engineer,10,Senior,80000.0,English,1000+,Product
275,2019,32.41284403669725,Male,Munich,Mobile Developer,5,Senior,70000.0,English,up to 10,Consulting / Agency
276,2019,29.0,Male,Berlin,Fullstack Developer,10,Senior,70000.0,English,1000+,Product
277,2019,43.0,Male,Berlin,Data Engineer,10,Senior,60000.0,Russian,up to 10,Startup
278,2019,32.41284403669725,Female,Bern,QA,5,Middle,120000.0,Deutsch,1000+,Product
279,2019,36.0,Male,Berlin,Software Architect,14,Senior,75000.0,English,100-1000,Product
280,2019,30.0,Male,Munich,Backend Developer,6,Senior,67000.0,English,,Product
281,2019,27.0,Male,Berlin,Frontend Developer,5,Senior,66000.0,English,100-1000,Product
283,2019,28.0,Male,Frankfurt,Data Scientist,2,Middle,55000.0,Deutsch,100-1000,Product
284,2019,34.0,Male,Berlin,Machine Learning Engineer,10,Senior,80000.0,English,50-100,Product
285,2019,29.0,Male,Berlin,DevOps,10,Senior,72000.0,English,100-1000,Product
286,2019,27.0,Male,Moscow,Backend Developer,7,Senior,66000.0,Russian,100-1000,Startup
287,2019,29.0,Male,Berlin,Backend Developer,8,Senior,70000.0,English,1000+,Product
288,2019,29.0,Male,Munich,Fullstack Developer,9,Senior,75000.0,English,100-1000,Product
289,2019,28.0,Female,Munich,"Designer (UI, UX)",9,Senior,70000.0,English,10-50,Product
291,2019,32.41284403669725,Male,Berlin,Backend Developer,5,Senior,80000.0,English,100-1000,Product
292,2019,34.0,Male,Munich,Researcher,12,Senior,90000.0,English,100-1000,Product
293,2019,32.0,Male,Berlin,Backend Developer,11,Senior,81600.0,English,1000+,Product
294,2019,35.0,Male,Düsseldorf,DevOps,15,Senior,65000.0,Deutsch,up to 10,Consulting / Agency
295,2019,28.0,Male,Berlin,QA,7,Middle,62000.0,English,100-1000,Bodyshop / Outsource
296,2019,32.41284403669725,Male,Berlin,Machine Learning Engineer,9,Lead,128000.0,English,1000+,Product
297,2019,38.0,Female,Berlin,SAP Consultant,10,Senior,92000.0,Deutsch,1000+,Product
298,2019,24.0,Male,Berlin,Backend Developer,4,Middle,65000.0,English,100-1000,Product
299,2019,32.0,Male,Berlin,Backend Developer,5,Senior,62000.0,Deutsch,1000+,Consulting / Agency
300,2019,32.41284403669725,Male,Berlin,Backend Developer,8,Senior,96000.0,English,100-1000,Product
301,2019,32.41284403669725,Male,Stuttgart,Machine Learning Engineer,5,Senior,98000.0,Deutsch,100-1000,Product
302,2019,36.0,Male,Berlin,Frontend Developer,10,Senior,80000.0,English,100-1000,Product
