Year,Age,Gender,City,Position,Years of experience,Current level,Current Salary,Main language at work,Company size,Company type
2018,30.0,Male,München,iOS Developer,7.0,Senior,68000.0,English,100-1000,Product
2018,26.0,Male,München,Java Developer,5.0,Middle,58000.0,English,100-1000,Agency
2018,32.0,Male,München,backend developer,10.0,Senior,65000.0,English,100-1000,Product
2018,30.0,Male,München,data scientist,5.0,Middle,60000.0,English,100-1000,Product
2018,31.0,Male,Berlin,Security Researcher,5.0,Senior,90000.0,English,1000+,Product
2018,32.0,Female,Dublin,Software engineer,6.0,Middle,90000.0,English,1000+,Product
2018,28.0,Male,Berlin,team lead,5.0,Senior,77000.0,English,50-100,Product
2018,33.0,Male,Nürnberg ,Java Developer ,6.0,Senior,90000.0,Deutsch,100-1000,Agency
2018,33.0,Male,Nürnberg ,Java Developer ,6.0,Senior,90000.0,Deutsch,100-1000,Agency
2018,27.0,Male,Berlin,Senior javascript developer,7.0,Senior,57500.0,English,100-1000,Product
2018,43.0,Male,Schleswig-Holstein,Senior .NET Engineer,16.0,Senior,103000.0,Deutsch,50-100,Product
2018,30.0,Male,Köln,Software developer,5.0,Senior,70000.0,English,10-50,Product
2018,32.0,Male,Berlin,Data Science Team Lead,8.0,Senior,125000.0,English,100-1000,Product
2018,35.0,Male,Berlin,PHP Developer,8.0,Senior,57000.0,English,10-50,Product
2018,26.0,Female,Berlin,Data Scientist,1.0,Junior,56000.0,English,50-100,Startup
2018,33.0,Male,Stuttgart,Product Security Engineer,12.0,Senior,78000.0,Deutsch,1000+,Product
2018,33.0,Male,Berlin,Php developer,12.0,Senior,66000.0,English,100-1000,Product
2018,38.0,Male,München,Devops,15.0,Senior,67000.0,English,50-100,Product
2018,31.0,Male,Berlin,Java Developer,9.0,Middle,70000.0,English,1000+,Product
2018,37.0,Male,Berlin,Javascript Engineer,8.0,Senior,75000.0,English,1000+,Product
2018,27.0,Male,Berlin,DevOps,10.0,Senior,60000.0,English,100-1000,Agency
2018,32.0,Male,München,Senior DevOps,8.0,Senior,90000.0,English,100-1000,Fin Tech
2018,31.0,Female,Frankfurt,IT recruiter ,8.0,Senior,90000.0,Deutsch,100-1000,Agency
2018,33.0,Female,Berlin,NAV Developer ,10.0,Middle,55000.0,English,100-1000,Startup
2018,37.0,Male,München,C++  developer,15.0,Senior,80000.0,English,100-1000,Product
2018,36.0,Male,München,Solution Architect,14.0,Senior,112000.0,English,1000+,Outsourcing
2018,33.0,Male,München,Javascript Developer,10.0,Senior,72000.0,Deutsch,1000+,Product
2018,30.0,Male,München,Senior iOS developer,10.0,Senior,70000.0,English,10-50,Startup
2018,34.0,Male,Berlin,Machine Learning Engineer,9.0,Senior,120000.0,English,100-1000,Product
2018,30.0,Female,München,Frontend developer ,1.0,Junior,50000.0,Deutsch,50-100,Product
2018,36.0,Male,Koblenz,System Administrator (Windows),18.0,Senior,42000.0,Deutsch,10-50,Outsourcing
2018,31.0,Male,München,DevOps,11.0,Senior,80000.0,English,1000+,Product
2018,31.0,Male,München,Lead DevOps,8.0,Senior,65000.0,English,50-100,Startup
2018,33.0,Male,Frankfurt,Lead Java Developer,11.0,Senior,72000.0,English,100-1000,Product
2018,32.0,Male,Berlin,Software Engineer,9.0,Senior,83000.0,English,50-100,Blockchain technology
2018,27.0,Male,Berlin,Java Developer,6.0,Middle,60000.0,English,1000+,Retail
2018,25.0,Male,München,DWH Developer,4.0,Senior,70000.0,English,1000+,Agency
2018,34.0,Male,Berlin,QA Lead,10.0,Senior,65000.0,English,50-100,Product
2018,34.0,Male,Hamburg,Software Developer ,10.0,Senior,68000.0,English,100-1000,Product
2018,35.0,Male,München,Backend Engineer,12.0,Senior,70000.0,English,50-100,Product
2018,34.0,Male,München,Senior Software Testing Engineer,11.0,Senior,72000.0,English,1000+,Product
2018,33.0,Male,homeoffice,DevOps,15.0,Senior,65000.0,Deutsch,up to 10,Agency
2018,26.0,Male,Berlin,Full-stack developer,5.0,Senior,65000.0,English,100-1000,Startup
2018,30.0,Male,Vienna,Software developer,7.0,Middle,42000.0,English,50-100,Consult
2018,29.0,Female,Berlin,qa,5.0,Middle,40000.0,English,50-100,Startup
2018,33.0,Male,München,Test Automation Engineer,4.0,Middle,60000.0,English,50-100,Product
2018,28.0,Male,Berlin,iOS Developer ,6.0,Middle,48000.0,English,100-1000,Product
2018,33.0,Male,Moscow,Sap developer,10.0,Senior,50000.0,Russian,1000+,Agency
2018,27.0,Male,Berlin,Scrum Master,4.0,Senior,62000.0,English,100-1000,Agency
2018,33.0,Female,Berlin,Java Developer,4.0,Middle,55000.0,English,1000+,Product
2018,30.0,Male,Berlin,Full stack,10.0,Senior,75000.0,English,100-1000,Product
2018,29.0,Male,Berlin,SDET,3.0,Middle,58000.0,Deutsch,10-50,Product
2018,32.0,Male,Berlin,Senior Sotfware Engineer (Typescript/Javascript),9.0,Senior,65000.0,English,1000+,Product
2018,32.0,Male,München,c# developer,15.0,Middle,53600.0,Deutsch,10-50,Product
2018,28.0,Male,München,Software Tester,7.0,Senior,60000.0,English,100-1000,Product
2018,28.0,Male,München,Software Tester,7.0,Senior,60000.0,English,100-1000,Product
2018,31.0,Male,,Data analyst,3.0,Middle,51600.0,English,100-1000,Product
2018,33.0,Male,Limassol,PHP Developer,12.0,Senior,39600.0,Russian,100-1000,Product
2018,32.0,Male,Berlin,Solution Architect,3.0,Senior,60500.0,Deutsch,10-50,Agency
2018,37.0,Male,Berlin,Software engineer,15.0,Senior,65000.0,English,10-50,Startup
2018,30.0,Male,saint petersburg,c++,10.0,Senior,15000.0,Russian,100-1000,Product
2018,30.0,Male,München,Business Analyst,7.0,Senior,120000.0,English,1000+,Product
2018,32.0,Male,München,Fullstack,15.0,Senior,130000.0,English,100-1000,Product
2018,33.0,Male,,Java Developer,1.0,Junior,42000.0,English,50-100,Agency
2018,28.0,Male,Köln,.net developer,3.0,Middle,45000.0,Deutsch,10-50,Product
2018,37.0,Male,Erlangen,Projectingenieur,7.0,Senior,85000.0,Deutsch,1000+,Product
2018,32.0,Male,Frankfurt,Java Developer,8.0,Senior,72000.0,English,100-1000,Product
2018,36.0,Male,München,Frontend Developer,5.0,Middle,60000.0,English,50-100,Agency
2018,30.0,Male,Berlin,Full Stack Developer,10.0,Middle,47000.0,English,10-50,Product
2018,32.0,Male,München,C++ Developer,5.0,Middle,75000.0,English,10-50,Project-based software development
2018,39.0,Male,,Gruppenleiter Testing,10.0,Senior,130000.0,Deutsch,100-1000,
2018,29.0,Male,München,.net developer,8.0,Senior,77000.0,English,1000+,Product
2018,35.0,Female,,Java Developer,2.0,Junior,42000.0,Deutsch,10-50,Product
2018,36.0,Female,München, Java Developer,7.0,Senior,80000.0,English,1000+,Automotive
2018,37.0,Male,Berlin,Teamlead,17.0,Senior,95000.0,English,100-1000,
2018,29.0,Male,Berlin,Senior Frontend Developer,9.0,Senior,60000.0,English,100-1000,Product
2018,32.0,Male,München,QA,7.0,Senior,71000.0,English,100-1000,Product
2018,32.0,Male,München,Full stack developer ,5.0,Senior,60000.0,English,10-50,Startup
2018,32.0,Male,Berlin,Director of Engineering,10.0,Senior,115000.0,English,100-1000,Product
2018,32.0,Male,München,Solutions architect,11.0,Senior,75000.0,English,100-1000,Startup
2018,30.0,Male,Bonn,Software Developer,7.0,Senior,62500.0,English,10-50,Product
2018,38.0,Male,Siegen,PCB Designer,15.0,Middle,64000.0,Russian,100-1000,Product
2018,42.0,Male,München,IT специалист,18.0,Senior,127000.0,Deutsch,1000+,Automotive
2018,27.0,Male,München,Software Developer,6.0,Middle,65000.0,Deutsch,100-1000,Product
2018,42.0,Male,Berlin,Ruby Developer,20.0,Senior,93000.0,English,1000+,Product
2018,26.0,Female,Berlin,Front End Developer ,3.0,Junior,27000.0,English,10-50,Product
2018,26.0,Male,Berlin,QA,7.0,Middle,33000.0,English,50-100,Product
2018,33.0,Male,Remote Germany,Engineering Manager,0.0,Senior,83200.0,English,100-1000,Startup
2018,34.0,Male,Berlin,Project Manager,10.0,Senior,74000.0,English,100-1000,Product
2018,31.0,Female,Berlin,QA,9.0,Senior,42000.0,English,10-50,Startup
2018,44.0,Male,Berlin,C# Developer,20.0,Senior,65000.0,Deutsch,50-100,Product
2018,32.0,Male,Stuttgart,C++ Developer,8.0,Senior,80400.0,English,1000+,OEM
2018,27.0,Female,Frankfurt,Associate IT Consultant,0.0,Junior,50000.0,English,100-1000,Consulting (banking)
2018,30.0,Male,Berlin,Principal Software Engineer,10.0,Senior,75000.0,English,1000+,Product
2018,25.0,Male,"Ireland, Dublin",C# dev,5.0,Middle,50000.0,English,100-1000,Agency
2018,35.0,Male,Köln,DevOps Engineer,11.0,Middle,60000.0,English,10-50,Startup
2018,26.0,Male,Berlin,Java Script developer,5.0,Senior,62500.0,English,1000+,Product
2018,34.0,Male,Frankfurt,BI Consultant,11.0,Senior,65000.0,Deutsch,1000+,IT Consulting
2018,36.0,Male,Köln,Software Tester,5.0,Senior,53000.0,Deutsch,100-1000,Agency
2018,35.0,Male,Berlin,Backend Developer,12.0,Senior,70000.0,English,100-1000,Product
2018,29.0,Female,Berlin,Senior Tech recruiter,7.0,Senior,55000.0,English,50-100,Agency
2018,33.0,Male,Köln,.NET Developer,12.0,Senior,60000.0,English,up to 10,Product
2018,34.0,Male,Berlin,Devops Engineer,3.0,Middle,52000.0,English,50-100,Product
2018,32.0,Female,München,Software tester,8.0,Middle,40000.0,Deutsch,100-1000,Product
2018,33.0,Male,Berlin,Producer,7.0,Senior,69000.0,English,1000+,Product
2018,30.0,Female,Berlin,Project Manager,11.0,Senior,65000.0,English,10-50,Startup
2018,38.0,Male,Berlin,PHP Developer,18.0,Senior,68000.0,English,1000+,Product
2018,31.0,Male,München,Android Developer,6.0,Middle,65000.0,English,50-100,Product
2018,35.0,Female,München,Product Manager,10.0,Senior,80000.0,English,50-100,Product
2018,32.0,Male,Berlin,Senior QA Engineer,9.0,Senior,71500.0,English,100-1000,Startup
2018,40.0,Male,München,Senior PHP developer,12.0,Senior,50000.0,English,50-100,Product
2018,40.0,Male,Berlin,Senior Java developer,20.0,Senior,75000.0,English,50-100,Product
2018,32.0,Male,Frankfurt,SAP Developer,8.0,Senior,80000.0,Deutsch,100-1000,Product
2018,37.0,Male,Köln,Software Tester,5.0,Middle,53000.0,Deutsch,10-50,Agency
2018,51.0,Male,Oberhausen,Sr. Database Entwickler (Oracle/Java),25.0,Senior,78000.0,Deutsch,100-1000,Product
2018,32.0,Male,estonia,32,3.0,Senior,55555.0,English,up to 10,Agency
2018,29.0,Male,Andernach,Java Developer,1.0,Junior,42000.0,Russian,up to 10,
2018,25.0,Male,München,Developer,4.0,Middle,60000.0,English,1000+,Product
2018,32.0,Male,Berlin,Lead software engineer,17.0,Senior,85000.0,English,1000+,Product
2018,33.0,Male,Nürnberg ,Project Manager ,11.0,Senior,75000.0,English,1000+,Product
2018,30.0,Male,München,Softwareentwickler,10.0,Middle,75000.0,Deutsch,100-1000,Agency
2018,52.0,Male,Köln,IT Engineer,30.0,Middle,63000.0,English,1000+,Agency
2018,40.0,Male,Köln,Java Developer junior,1.0,Junior,44000.0,Deutsch,10-50,Product
2018,32.0,Male,Köln,E.g. C# Developer,1.0,Junior,45000.0,Deutsch,10-50,Product
2018,32.0,Male,Köln,E.g. C# Developer,1.0,Junior,45000.0,Deutsch,10-50,Product
2018,31.0,Female,München,Pm ,10.0,Senior,110000.0,English,1000+,Product
2019,33.0,Male,Berlin,Fullstack Developer,13,Senior,64000.0,English,50-100,Startup
2019,29.0,Male,Berlin,Backend Developer,3,Middle,55000.0,English,10-50,Product
2019,32.0,Male,Berlin,Mobile Developer,4,Middle,70000.0,English,1000+,Startup
2019,30.0,Male,Berlin,Backend Developer,6,Senior,63000.0,English,100-1000,Product
2019,32.0,Male,Berlin,Embedded Developer,10,Senior,66000.0,English,50-100,Product
2019,33.0,Male,Berlin,Machine Learning Engineer,11,Middle,80000.0,English,1000+,Product
2019,34.0,Male,Berlin,Backend Developer,12,Senior,85000.0,English,50-100,Startup
2019,38.0,Male,Berlin,Manager,15,Head,81000.0,Deutsch,100-1000,Product
2019,32.0,Male,Berlin,Mobile Developer,8,Lead,66000.0,English,100-1000,Product
2019,29.0,Male,Berlin,Mobile Developer,7,Senior,65000.0,English,100-1000,Product
2019,27.0,Male,Berlin,Fullstack Developer,7,Middle,63000.0,English,10-50,Startup
2019,31.0,Male,Berlin,Backend Developer,8,Senior,65000.0,English,100-1000,Product
2019,23.0,Male,Berlin,DevOps,6,Senior,83000.0,English,10-50,Startup
2019,27.0,Male,Berlin,"Designer (UI, UX)",9,Senior,66000.0,English,100-1000,Product
2019,33.0,Male,Berlin,Frontend Developer,10,Senior,70000.0,English,10-50,Startup
2019,32.0,Male,Berlin,Backend Developer,7,Senior,80000.0,English,100-1000,Startup
2019,31.0,Male,Berlin,Mobile Developer,6,Middle,72000.0,English,100-1000,Product
2019,34.0,Male,Berlin,Backend Developer,10,Senior,87000.0,English,50-100,Product
2019,33.0,Male,Berlin,DevOps,12,Senior,90000.0,English,1000+,Product
2019,31.0,Male,Berlin,Data Scientist,6,Senior,78000.0,English,1000+,Product
2019,24.0,Male,Berlin,Machine Learning Engineer,2,Middle,70000.0,English,10-50,Startup
2019,28.0,Male,Hamburg,Backend Developer,7,Senior,55000.0,English,100-1000,Product
2019,32.0,Male,Frankfurt,DevOps,12,Senior,160000.0,Deutsch,1000+,
2019,27.0,Male,Berlin,Data Engineer,5,Senior,75000.0,English,1000+,Product
2019,32.0,Male,Berlin,DevOps,13,Senior,60000.0,English,50-100,Product
2019,32.0,Male,Berlin,DevOps,7,Senior,72000.0,English,1000+,Product
2019,38.0,Male,Berlin,Backend Developer,16,Senior,80000.0,English,up to 10,Product
2019,31.0,Male,Berlin,QA,9,Senior,67000.0,English,100-1000,Product
2019,31.0,Male,Berlin,Backend Developer,8,Senior,60000.0,English,100-1000,Product
2019,32.0,Male,Berlin,Software Architect,13,Senior,78600.0,English,100-1000,Product
2019,44.0,Male,Berlin,Backend Developer,20,Senior,60000.0,Deutsch,50-100,Consulting / Agency
2019,31.0,Male,Berlin,Backend Developer,7,Senior,60000.0,English,10-50,Product
2019,36.0,Male,Berlin,Backend Developer,11,Senior,65000.0,English,1000+,Product
2019,33.0,Male,Berlin,Backend Developer,4,Middle,58000.0,Deutsch,1000+,Product
2019,37.0,Male,Berlin,Data Engineer,16,Senior,65000.0,English,1000+,Product
2019,29.0,Male,Berlin,Backend Developer,11,Senior,190000.0,English,up to 10,Startup
2019,33.0,Male,Berlin,Backend Developer,9,Senior,69000.0,English,100-1000,Product
2019,35.0,Male,Frankfurt,Business Analyst,15,Middle,72000.0,English,1000+,Product
2019,35.0,Male,Cologne,Backend Developer,4,Senior,67000.0,English,50-100,Startup
2019,31.0,Male,Berlin,Backend Developer,10,Senior,75000.0,English,10-50,Product
2019,35.0,Male,Berlin,Data Engineer,10,Middle,70000.0,English,100-1000,Product
2019,27.0,Male,Berlin,Backend Developer,10,Senior,60000.0,English,50-100,Startup
2019,38.0,Female,Berlin,Manager,10,Senior,85000.0,English,10-50,Startup
2019,31.0,Male,Berlin,Backend Developer,2,Middle,62000.0,English,1000+,Product
2019,29.0,Male,Düsseldorf,Backend Developer,9,Senior,75000.0,English,1000+,Product
2019,30.0,Male,Wolfsburg,Backend Developer,4,Senior,75000.0,English,50-100,Consulting / Agency
2019,30.0,Male,Berlin,Backend Developer,3,Middle,61000.0,English,100-1000,Startup
2019,31.0,Male,Berlin,Fullstack Developer,12,Senior,80000.0,English,1000+,Product
2019,33.0,Male,Cologne,Backend Developer,10,Senior,60000.0,Deutsch,10-50,Startup
2019,31.0,Male,Munich,Frontend Developer,7,Senior,56600.0,Deutsch,1000+,Consulting / Agency
2019,30.0,Male,Munich,Data Scientist,8,Lead,81000.0,English,10-50,Startup
2019,28.0,Male,Berlin,Data Scientist,4,Senior,75000.0,English,100-1000,Startup
2019,32.0,Male,Berlin,Data Scientist,6,Senior,80000.0,English,1000+,Product
2019,27.0,Male,Munich,Mobile Developer,5,Senior,72000.0,English,100-1000,Consulting / Agency
2019,31.0,Female,MA,"Designer (UI, UX)",10,Senior,61000.0,Deutsch,10-50,Product
2019,28.0,Male,Berlin,Machine Learning Engineer,6,Middle,61000.0,English,100-1000,Startup
2019,36.0,Female,Munich,Backend Developer,13,Senior,76000.0,English,50-100,Startup
2019,28.0,Male,Munich,Mobile Developer,8,Senior,75000.0,English,10-50,Startup
2019,37.0,Male,Berlin,Localization,15,Senior,60000.0,English,1000+,Product
2019,40.0,Male,Berlin,Manager,15,Senior,70000.0,English,100-1000,Product
2019,34.0,Male,Berlin,Support,9,Senior,60000.0,English,100-1000,Product
2019,32.0,Male,Berlin,Backend Developer,12,Senior,150000.0,English,1000+,Product
2019,27.0,Female,Berlin,Data Scientist,3,Middle,66000.0,English,100-1000,Startup
2019,30.0,Male,Munich,Mobile Developer,8,Senior,60000.0,English,1000+,Product
2019,32.0,Male,Berlin,Backend Developer,11,Senior,65000.0,English,50-100,Product
2019,23.0,Male,Berlin,Data Scientist,3,Middle,50000.0,English,50-100,Startup
2019,35.0,Male,Munich,Embedded Developer,12,Senior,78000.0,English,100-1000,Consulting / Agency
2019,30.0,Male,Munich,DevOps,10,Middle,80000.0,English,50-100,Product
2019,40.0,Male,Munich,Mobile Developer,12,Senior,113000.0,English,10-50,Product
2019,27.0,Male,Munich,Backend Developer,5,Senior,70000.0,English,100-1000,Consulting / Agency
2019,36.0,Male,Berlin,Backend Developer,14,Senior,73000.0,English,100-1000,Product
2019,36.0,Male,Berlin,Manager,15,Lead,80000.0,English,1000+,Product
2019,31.0,Male,Berlin,Fullstack Developer,9,Senior,64000.0,English,10-50,Startup
2019,26.0,Male,Munich,QA,3,Middle,58000.0,English,50-100,Product
2019,26.0,Male,Munich,Fullstack Developer,2,Junior,60000.0,English,100-1000,Product
2019,32.0,Female,Berlin,Backend Developer,12,Senior,96000.0,English,1000+,Product
2019,38.0,Male,Berlin,Backend Developer,18,Senior,75000.0,English,100-1000,Product
2019,29.0,Male,Munich,Backend Developer,10,Senior,55000.0,English,100-1000,Product
2019,30.0,Male,Berlin,Data Scientist,6,Lead,115000.0,English,1000+,Startup
2019,26.0,Male,Munich,QA,6,Middle,65000.0,English,1000+,Product
2019,30.0,Male,Munich,DevOps,10,Middle,80000.0,English,1000+,Product
2019,32.0,Male,Berlin,Mobile Developer,7,Middle,66000.0,English,1000+,
2019,35.0,Male,Munich,DevOps,16,Senior,72000.0,Deutsch,1000+,Consulting / Agency
2019,35.0,Male,Berlin,Frontend Developer,11,Senior,72000.0,English,50-100,Product
2019,38.0,Male,Berlin,DevOps,7,Middle,67000.0,English,1000+,Startup
2019,36.0,Male,Munich,Backend Developer,14,Senior,70000.0,Deutsch,100-1000,Product
2019,32.0,Female,Munich,QA,5,Middle,62000.0,English,1000+,Product
2019,30.0,Male,Berlin,QA,9,Senior,67500.0,English,100-1000,Product
2019,33.0,Male,Berlin,QA,8,Senior,75000.0,English,100-1000,Startup
2019,31.0,Male,Frankfurt,System Administrator,10,Middle,56300.0,English+Deutsch,10-50,Consulting / Agency
2019,37.0,Male,Berlin,Backend Developer,12,Lead,89570.0,English,1000+,Product
2019,32.0,Female,Berlin,Product Manager,3,Middle,60000.0,English,50-100,Startup
2019,27.0,Male,Berlin,Manager,2,Middle,52000.0,English,100-1000,Product
2019,36.0,Male,Berlin,Support,19,Middle,36000.0,English,100-1000,Startup
2019,39.0,Female,Hamburg,Backend Developer,2,Middle,55000.0,Deutsch,100-1000,Product
2019,36.0,Male,Berlin,Manager,14,Senior,95000.0,English,10-50,
2019,33.0,Male,Berlin,Backend Developer,10,Senior,60000.0,English,10-50,Product
2019,30.0,Male,Berlin,Frontend Developer,7,Middle,56500.0,English,100-1000,Product
2019,32.0,Male,Berlin,Backend Developer,12,Senior,68000.0,English,50-100,Product
2019,32.0,Male,Berlin,Backend Developer,3,Middle,74000.0,English,10-50,Consulting / Agency
2019,43.0,Male,Berlin,QA,8,Senior,80000.0,English,10-50,Startup
2019,29.0,Male,Berlin,Backend Developer,7,Senior,69000.0,English,1000+,Product
2019,32.0,Male,Hamburg,SAP Consultant,20,Senior,80000.0,Deutsch,1000+,Consulting / Agency
2019,32.0,Male,Munich,Backend Developer,6,Middle,61000.0,English,100-1000,Product
2019,40.0,Male,Berlin,SRE,20,Senior,70000.0,English,100-1000,Product
2019,33.0,Male,Leipzig,Mobile Developer,13,Senior,56000.0,English,100-1000,Consulting / Agency
2019,32.0,Male,Berlin,Mobile Developer,7,Senior,68000.0,English,1000+,Product
2019,37.0,Male,Berlin,Manager,14,Senior,80000.0,Russian,100-1000,Product
2019,36.0,Male,Berlin,Software Engineer,11,Senior,67000.0,Deutsch,100-1000,Consulting / Agency
2019,39.0,Male,Berlin,Backend Developer,16,Senior,82000.0,English,100-1000,Startup
2019,27.0,Female,Berlin,Data Scientist,2,Middle,58500.0,English,50-100,Startup
2019,46.0,Male,Berlin,System Administrator,7,Middle,45000.0,Deutsch,50-100,Consulting / Agency
2019,46.0,Male,Berlin,DevOps,0,Junior,55000.0,Deutsch,50-100,Product
2019,31.0,Male,Berlin,"CTO (CEO, CFO)",12,Head,210000.0,English,1000+,Product
2019,47.0,Male,Berlin,Embedded Developer,20,Senior,65000.0,English,1000+,Bodyshop / Outsource
2019,40.0,Male,Berlin,Software Architect,18,Senior,94000.0,English,1000+,Product
2019,37.0,Male,Berlin,Frontend Developer,10,Senior,66000.0,English,100-1000,Product
2019,36.0,Male,Berlin,DevOps,10,Middle,65000.0,English,50-100,Product
2019,44.0,Male,Berlin,Data Engineer,25,Senior,70000.0,English,100-1000,Product
2019,37.0,Female,Berlin,Backend Developer,10,Middle,57000.0,English,100-1000,Product
2019,30.0,Female,Berlin,Backend Developer,4,Middle,54000.0,English,50-100,Product
2019,33.0,Male,Berlin,QA,8,Senior,63000.0,English,1000+,Product
2019,35.0,Male,Munich,Software Architect,15,Principal,120000.0,Deutsch,100-1000,Consulting / Agency
2019,25.0,Male,Berlin,Business Analyst,4,Middle,60000.0,English,100-1000,Product
2019,25.0,Male,Munich,Frontend Developer,4,Senior,74000.0,English,1000+,Product
2019,32.0,Male,Berlin,Backend Developer,11,Senior,70000.0,English,1000+,Product
2019,32.0,Male,Munich,DevOps,14,Senior,92000.0,English,1000+,Product
2019,42.0,Male,Munich,Software Architect,20,Senior,106000.0,Deutsch,100-1000,Product
2019,42.0,Female,Munich,Business Analyst,15,Senior,71000.0,Deutsch,1000+,Bodyshop / Outsource
2019,34.0,Female,Berlin,"Designer (UI, UX)",8,Senior,52000.0,English,,Startup
2019,30.0,Male,Berlin,Backend Developer,10,Middle,70000.0,English,100-1000,Product
2019,45.0,Female,Munich,Frontend Developer,2,Junior,36000.0,Deutsch,10-50,Consulting / Agency
2019,35.0,Male,Frankfurt,QA,9,Middle,60500.0,English,100-1000,Bodyshop / Outsource
2019,42.0,Male,Munich,Fullstack Developer,16,Middle,64000.0,Deutsch,50-100,Consulting / Agency
2019,40.0,Male,Berlin,Backend Developer,18,Senior,88000.0,English,1000+,Product
2019,34.0,Male,Munich,QA,12,Senior,64000.0,Deutsch,1000+,Product
2019,30.0,Female,Munich,QA,6,Senior,56000.0,Deutsch,50-100,Consulting / Agency
2019,32.0,Male,Berlin,Backend Developer,13,Middle,73500.0,English,1000+,Product
2019,32.0,Female,Berlin,Frontend Developer,12,Middle,59500.0,English,1000+,Product
2019,31.0,Male,Berlin,Fullstack Developer,10,Senior,65000.0,English,up to 10,Startup
2019,30.0,Male,Berlin,Data Engineer,8,Senior,81000.0,English,100-1000,Product
2019,45.0,Male,Munich,QA,12,Senior,70000.0,Deutsch,100-1000,Product
2019,33.0,Male,Munich,Backend Developer,7,Senior,65000.0,English,50-100,Product
2019,38.0,Male,Berlin,Backend Developer,6,Senior,66000.0,English,1000+,Product
2019,29.0,Male,Munich,QA,6,Senior,60000.0,English,100-1000,Product
2019,33.0,Male,Berlin,Embedded Developer,9,Senior,74000.0,English,100-1000,Product
2019,34.0,Male,Munich,Backend Developer,10,Senior,120000.0,English,up to 10,Consulting / Agency
2019,33.0,Male,Berlin,Software Architect,12,Senior,120000.0,English,100-1000,Product
2019,36.0,Male,Berlin,Fullstack Developer,15,Senior,70000.0,English,100-1000,Product
2019,31.0,Female,Munich,Fullstack Developer,4,Junior,57000.0,Deutsch,100-1000,Product
2019,38.0,Male,Berlin,Manager,9,Senior,120000.0,English,1000+,Product
2019,24.0,Female,Munich,Backend Developer,1,Junior,72000.0,English,1000+,Product
2019,40.0,Male,Frankfurt,SAP Consultant,14,Senior,175000.0,English,1000+,Product
2019,37.0,Male,Munich,Fullstack Developer,11,Senior,67000.0,Deutsch,100-1000,Product
2019,25.0,Male,Frankfurt,Backend Developer,6,Senior,65000.0,English,100-1000,Product
2019,33.0,Male,Berlin,Mobile Developer,10,Senior,80000.0,English,1000+,Product
2019,32.0,Female,Nuremberg,QA,8,Senior,50000.0,English,100-1000,Product
2019,43.0,Male,Frankfurt,Backend Developer,10,Senior,85000.0,Deutsch,1000+,Product
2019,34.0,Male,Cologne,QA,10,Middle,61800.0,Deutsch,up to 10,Consulting / Agency
2019,28.0,Male,Berlin,Backend Developer,7,Senior,70000.0,English,50-100,Startup
2019,32.0,Male,Munich,DevOps,9,Senior,90000.0,English,1000+,Product
2019,29.0,Male,Krakow,QA,7,Senior,45000.0,English,100-1000,Product
2019,25.0,Female,Munich,Frontend Developer,2,Junior,42000.0,Deutsch,50-100,Consulting / Agency
2019,26.0,Male,Munich,Backend Developer,5,Middle,59000.0,English,,Product
2019,44.0,Male,Munich,Frontend Developer,5,Middle,60000.0,Deutsch,100-1000,Product
2019,28.0,Male,Berlin,Backend Developer,7,Senior,65000.0,English,50-100,Startup
2019,45.0,Female,Frankfurt,Database Developer (DBA),2,Middle,62000.0,Deutsch,50-100,Product
2019,39.0,Male,Munich,Desktop/Unity3D Developer,15,Senior,49375.0,Deutsch,10-50,Product
2019,36.0,Male,Berlin,Manager,13,Senior,80000.0,English,1000+,Product
2019,32.0,Male,Berlin,Mobile Developer,5,Middle,60000.0,English,100-1000,Product
2019,38.0,Male,Munich,Software Architect,17,Senior,120000.0,English,1000+,Product
2019,42.0,Female,Munich,Product Manager,10,Middle,68700.0,English,50-100,Product
2019,32.0,Male,Prague,DevOps,11,Senior,33200.0,English,1000+,Product
2019,32.0,Male,Munich,Backend Developer,8,Middle,68000.0,English,1000+,Product
2019,33.0,Male,Munich,Fullstack Developer,8,Senior,63000.0,English,100-1000,Product
2019,34.0,Male,Cologne,Manager,15,Senior,60000.0,English,1000+,Consulting / Agency
2019,35.0,Male,Munich,Software Architect,15,Senior,120000.0,Russian,1000+,Product
2019,35.0,Male,Frankfurt,Backend Developer,16,Senior,55000.0,English,50-100,Product
2019,24.0,Male,Frankfurt,DevOps,1,Junior,45000.0,Deutsch,50-100,Consulting / Agency
2019,48.0,Female,Munich,Manager,11,Senior,75000.0,English,100-1000,Product
2019,31.0,Male,Wroclaw,Backend Developer,10,Senior,45000.0,English,50-100,Consulting / Agency
2019,40.0,Female,Munich,SAP Consultant,9,Senior,89000.0,English,1000+,Product
2019,29.0,Male,Cologne,Fullstack Developer,4,Senior,65000.0,Deutsch,1000+,Product
2019,38.0,Male,Munich,Fullstack Developer,17,Lead,114000.0,English,100-1000,Product
2019,36.0,Male,Stuttgart,Mobile Developer,16,Senior,60000.0,English,100-1000,Product
2019,34.0,Male,Munich,Backend Developer,3,Junior,46000.0,Deutsch,100-1000,Product
2019,32.0,Male,Berlin,Backend Developer,12,Senior,65000.0,Russian,100-1000,Product
2019,29.0,Male,Munich,DevOps,10,Lead,85000.0,English,1000+,Product
